year,origin_location_code,asylum_location_code,age_range,population
2020,AFG,LTU,18-59,0
2020,AFG,LTU,5-11,0
2020,AFG,LTU,60+,0
2020,AFG,LTU,all,248
2020,AFG,LUX,0-4,0
2020,AFG,LUX,12-17,0
2020,AFG,LUX,18-59,0
2020,AFG,LUX,5-11,0
2020,AFG,LUX,60+,0
2020,AFG,LUX,all,926
2020,AFG,LVA,0-4,0
2020,AFG,LVA,12-17,0
2020,AFG,LVA,18-59,0
2020,AFG,LVA,5-11,0
2020,AFG,LVA,60+,0
2020,AFG,LVA,all,73
2020,AFG,MAR,0-4,0
2020,AFG,MAR,12-17,0
2020,AFG,MAR,18-59,5
2020,AFG,MAR,5-11,5
2020,AFG,MAR,60+,0
2020,AFG,MAR,all,20
2020,AFG,MDA,0-4,0
2020,AFG,MDA,12-17,0
2020,AFG,MDA,18-59,16
2020,AFG,MDA,5-11,8
2020,AFG,MDA,60+,0
2020,AFG,MDA,all,48
2020,AFG,MDG,0-4,0
2020,AFG,MDG,12-17,0
2020,AFG,MDG,18-59,19
2020,AFG,MDG,5-11,0
2020,AFG,MDG,60+,0
2020,AFG,MDG,all,38
2020,AFG,MEX,0-4,0
2020,AFG,MEX,12-17,0
2020,AFG,MEX,18-59,0
2020,AFG,MEX,5-11,0
2020,AFG,MEX,60+,0
2020,AFG,MEX,all,5
2020,AFG,MKD,0-4,0
2020,AFG,MKD,12-17,0
2020,AFG,MKD,18-59,6
2020,AFG,MKD,5-11,6
2020,AFG,MKD,60+,0
2020,AFG,MKD,all,24
2020,AFG,MNE,0-4,0
2020,AFG,MNE,12-17,0
2020,AFG,MNE,18-59,6
2020,AFG,MNE,5-11,0
2020,AFG,MNE,60+,0
2020,AFG,MNE,all,12
2020,AFG,MNG,0-4,0
2020,AFG,MNG,12-17,0
2020,AFG,MNG,18-59,5
2020,AFG,MNG,5-11,0
2020,AFG,MNG,60+,0
2020,AFG,MNG,all,10
2020,AFG,MYS,0-4,235
2020,AFG,MYS,12-17,408
2020,AFG,MYS,18-59,1540
2020,AFG,MYS,5-11,416
2020,AFG,MYS,60+,71
2020,AFG,MYS,all,5340
2020,AFG,NGA,0-4,0
2020,AFG,NGA,12-17,0
2020,AFG,NGA,18-59,5
2020,AFG,NGA,5-11,0
2020,AFG,NGA,60+,0
2020,AFG,NGA,all,10
2020,AFG,NLD,0-4,0
2020,AFG,NLD,12-17,0
2020,AFG,NLD,18-59,0
2020,AFG,NLD,5-11,0
2020,AFG,NLD,60+,0
2020,AFG,NLD,all,6313
2020,AFG,NOR,0-4,0
2020,AFG,NOR,12-17,0
2020,AFG,NOR,18-59,0
2020,AFG,NOR,5-11,0
2020,AFG,NOR,60+,0
2020,AFG,NOR,all,4137
2020,AFG,NPL,0-4,0
2020,AFG,NPL,12-17,5
2020,AFG,NPL,18-59,33
2020,AFG,NPL,5-11,14
2020,AFG,NPL,60+,0
2020,AFG,NPL,all,104
2020,AFG,NRU,0-4,0
2020,AFG,NRU,12-17,0
2020,AFG,NRU,18-59,29
2020,AFG,NRU,5-11,0
2020,AFG,NRU,60+,0
2020,AFG,NRU,all,58
2020,AFG,NZL,0-4,0
2020,AFG,NZL,12-17,0
2020,AFG,NZL,18-59,0
2020,AFG,NZL,5-11,0
2020,AFG,NZL,60+,0
2020,AFG,NZL,all,80
2020,AFG,PAK,0-4,104466
2020,AFG,PAK,12-17,229872
2020,AFG,PAK,18-59,734711
2020,AFG,PAK,5-11,306906
2020,AFG,PAK,60+,72153
2020,AFG,PAK,all,2896216
2020,AFG,PAN,0-4,0
2020,AFG,PAN,12-17,0
2020,AFG,PAN,18-59,0
2020,AFG,PAN,5-11,0
2020,AFG,PAN,60+,0
2020,AFG,PAN,all,11
2020,AFG,PER,0-4,0
2020,AFG,PER,12-17,0
2020,AFG,PER,18-59,0
2020,AFG,PER,5-11,0
2020,AFG,PER,60+,0
2020,AFG,PER,all,5
2020,AFG,PHL,0-4,0
2020,AFG,PHL,12-17,0
2020,AFG,PHL,18-59,9
2020,AFG,PHL,5-11,0
2020,AFG,PHL,60+,0
2020,AFG,PHL,all,18
2020,AFG,PNG,0-4,0
2020,AFG,PNG,12-17,0
2020,AFG,PNG,18-59,35
2020,AFG,PNG,5-11,0
2020,AFG,PNG,60+,0
2020,AFG,PNG,all,70
2020,AFG,POL,0-4,0
2020,AFG,POL,12-17,0
2020,AFG,POL,18-59,0
2020,AFG,POL,5-11,0
2020,AFG,POL,60+,0
2020,AFG,POL,all,196
2020,AFG,PRT,0-4,0
2020,AFG,PRT,12-17,0
2020,AFG,PRT,18-59,0
2020,AFG,PRT,5-11,0
2020,AFG,PRT,60+,0
2020,AFG,PRT,all,81
2020,AFG,ROU,0-4,12
2020,AFG,ROU,12-17,21
2020,AFG,ROU,18-59,129
2020,AFG,ROU,5-11,8
2020,AFG,ROU,60+,0
2020,AFG,ROU,all,3308
2020,AFG,RUS,0-4,0
2020,AFG,RUS,12-17,0
2020,AFG,RUS,18-59,0
2020,AFG,RUS,5-11,0
2020,AFG,RUS,60+,0
2020,AFG,RUS,all,944
2020,AFG,SAU,0-4,0
2020,AFG,SAU,12-17,0
2020,AFG,SAU,18-59,0
2020,AFG,SAU,5-11,0
2020,AFG,SAU,60+,0
2020,AFG,SAU,all,61
2020,AFG,SDN,0-4,0
2020,AFG,SDN,12-17,0
2020,AFG,SDN,18-59,0
2020,AFG,SDN,5-11,5
2020,AFG,SDN,60+,0
2020,AFG,SDN,all,10
2020,AFG,SRB,0-4,0
2020,AFG,SRB,12-17,0
2020,AFG,SRB,18-59,5
2020,AFG,SRB,5-11,0
2020,AFG,SRB,60+,0
2020,AFG,SRB,all,2966
2020,AFG,SVK,0-4,0
2020,AFG,SVK,12-17,0
2020,AFG,SVK,18-59,0
2020,AFG,SVK,5-11,0
2020,AFG,SVK,60+,0
2020,AFG,SVK,all,298
2020,AFG,SVN,0-4,0
2020,AFG,SVN,12-17,0
2020,AFG,SVN,18-59,0
2020,AFG,SVN,5-11,0
2020,AFG,SVN,60+,0
2020,AFG,SVN,all,366
2020,AFG,SWE,0-4,0
2020,AFG,SWE,12-17,0
2020,AFG,SWE,18-59,0
2020,AFG,SWE,5-11,0
2020,AFG,SWE,60+,0
2020,AFG,SWE,all,32643
2020,AFG,SYR,0-4,103
2020,AFG,SYR,12-17,155
2020,AFG,SYR,18-59,673
2020,AFG,SYR,5-11,144
2020,AFG,SYR,60+,72
2020,AFG,SYR,all,2294
2020,AFG,THA,0-4,21
2020,AFG,THA,12-17,28
2020,AFG,THA,18-59,110
2020,AFG,THA,5-11,19
2020,AFG,THA,60+,0
2020,AFG,THA,all,356
2020,AFG,TJK,0-4,0
2020,AFG,TJK,12-17,0
2020,AFG,TJK,18-59,0
2020,AFG,TJK,5-11,0
2020,AFG,TJK,60+,0
2020,AFG,TJK,all,5981
2020,AFG,TKM,0-4,0
2020,AFG,TKM,12-17,0
2020,AFG,TKM,18-59,14
2020,AFG,TKM,5-11,0
2020,AFG,TKM,60+,0
2020,AFG,TKM,all,28
2020,AFG,TUR,0-4,16116
2020,AFG,TUR,12-17,14508
2020,AFG,TUR,18-59,71078
2020,AFG,TUR,5-11,21007
2020,AFG,TUR,60+,2395
2020,AFG,TUR,all,254427
2020,AFG,UKR,0-4,49
2020,AFG,UKR,12-17,60
2020,AFG,UKR,18-59,475
2020,AFG,UKR,5-11,71
2020,AFG,UKR,60+,18
2020,AFG,UKR,all,2990
2020,AFG,URY,0-4,0
2020,AFG,URY,12-17,0
2020,AFG,URY,18-59,7
2020,AFG,URY,5-11,0
2020,AFG,URY,60+,0
2020,AFG,URY,all,14
2020,AFG,USA,0-4,0
2020,AFG,USA,12-17,0
2020,AFG,USA,18-59,0
2020,AFG,USA,5-11,0
2020,AFG,USA,60+,0
2020,AFG,USA,all,2388
2020,AFG,UZB,0-4,0
2020,AFG,UZB,12-17,0
2020,AFG,UZB,18-59,13
2020,AFG,UZB,5-11,0
2020,AFG,UZB,60+,0
2020,AFG,UZB,all,26
2020,AFG,VEN,0-4,0
2020,AFG,VEN,12-17,0
2020,AFG,VEN,18-59,5
2020,AFG,VEN,5-11,5
2020,AFG,VEN,60+,0
2020,AFG,VEN,all,20
2020,AFG,ZAF,0-4,0
2020,AFG,ZAF,12-17,9
2020,AFG,ZAF,18-59,11
2020,AFG,ZAF,5-11,5
2020,AFG,ZAF,60+,0
2020,AFG,ZAF,all,50
2020,BEN,AFG,0-4,0
2020,BEN,AFG,12-17,0
2020,BEN,AFG,18-59,0
2020,BEN,AFG,5-11,5
2020,BEN,AFG,60+,0
2020,BEN,AFG,all,10
2020,IRN,AFG,0-4,0
2020,IRN,AFG,12-17,5
2020,IRN,AFG,18-59,53
2020,IRN,AFG,5-11,0
2020,IRN,AFG,60+,5
2020,IRN,AFG,all,126
2020,PAK,AFG,0-4,14326
2020,PAK,AFG,12-17,9230
2020,PAK,AFG,18-59,28200
2020,PAK,AFG,5-11,16985
2020,PAK,AFG,60+,3580
2020,PAK,AFG,all,144642
2020,TUR,AFG,0-4,14
2020,TUR,AFG,12-17,6
2020,TUR,AFG,18-59,25
2020,TUR,AFG,5-11,11
2020,TUR,AFG,60+,0
2020,TUR,AFG,all,112
2021,AFG,AFG,0-4,116302
2021,AFG,AFG,12-17,95071
2021,AFG,AFG,18-59,225243
2021,AFG,AFG,5-11,116606
2021,AFG,AFG,60+,24230
2021,AFG,AFG,all,1154904
2021,AFG,ALB,0-4,0
2021,AFG,ALB,12-17,0
2021,AFG,ALB,18-59,0
2021,AFG,ALB,5-11,13
2021,AFG,ALB,60+,0
2021,AFG,ALB,all,26
2021,AFG,ARE,0-4,0
2021,AFG,ARE,12-17,5
2021,AFG,ARE,18-59,18
2021,AFG,ARE,5-11,7
2021,AFG,ARE,60+,5
2021,AFG,ARE,all,70
2021,AFG,ARG,0-4,0
2021,AFG,ARG,12-17,0
2021,AFG,ARG,18-59,12
2021,AFG,ARG,5-11,0
2021,AFG,ARG,60+,0
2021,AFG,ARG,all,24
2021,AFG,ARM,0-4,0
2021,AFG,ARM,12-17,0
2021,AFG,ARM,18-59,5
2021,AFG,ARM,5-11,0
2021,AFG,ARM,60+,0
2021,AFG,ARM,all,10
2021,AFG,AUS,0-4,0
2021,AFG,AUS,12-17,0
2021,AFG,AUS,18-59,0
2021,AFG,AUS,5-11,0
2021,AFG,AUS,60+,0
2021,AFG,AUS,all,17245
2021,AFG,AUT,0-4,0
2021,AFG,AUT,12-17,0
2021,AFG,AUT,18-59,0
2021,AFG,AUT,5-11,0
2021,AFG,AUT,60+,0
2021,AFG,AUT,all,53885
2021,AFG,AZE,0-4,103
2021,AFG,AZE,12-17,125
2021,AFG,AZE,18-59,803
2021,AFG,AZE,5-11,150
2021,AFG,AZE,60+,34
2021,AFG,AZE,all,2430
2021,AFG,BEL,0-4,0
2021,AFG,BEL,12-17,0
2021,AFG,BEL,18-59,0
2021,AFG,BEL,5-11,0
2021,AFG,BEL,60+,0
2021,AFG,BEL,all,20609
2021,AFG,BGD,0-4,0
2021,AFG,BGD,12-17,0
2021,AFG,BGD,18-59,5
2021,AFG,BGD,5-11,0
2021,AFG,BGD,60+,0
2021,AFG,BGD,all,10
2021,AFG,BGR,0-4,0
2021,AFG,BGR,12-17,0
2021,AFG,BGR,18-59,0
2021,AFG,BGR,5-11,0
2021,AFG,BGR,60+,0
2021,AFG,BGR,all,9390
2021,AFG,BIH,0-4,0
2021,AFG,BIH,12-17,5
2021,AFG,BIH,18-59,20
2021,AFG,BIH,5-11,0
2021,AFG,BIH,60+,0
2021,AFG,BIH,all,750
2021,AFG,BLR,0-4,5
2021,AFG,BLR,12-17,20
2021,AFG,BLR,18-59,85
2021,AFG,BLR,5-11,18
2021,AFG,BLR,60+,13
2021,AFG,BLR,all,282
2021,AFG,BRA,0-4,0
2021,AFG,BRA,12-17,0
2021,AFG,BRA,18-59,0
2021,AFG,BRA,5-11,0
2021,AFG,BRA,60+,0
2021,AFG,BRA,all,316
2021,AFG,CAN,0-4,54
2021,AFG,CAN,12-17,57
2021,AFG,CAN,18-59,638
2021,AFG,CAN,5-11,110
2021,AFG,CAN,60+,73
2021,AFG,CAN,all,3676
2021,AFG,CHE,0-4,691
2021,AFG,CHE,12-17,1877
2021,AFG,CHE,18-59,8764
2021,AFG,CHE,5-11,1367
2021,AFG,CHE,60+,265
2021,AFG,CHE,all,29524
2021,AFG,CHL,0-4,0
2021,AFG,CHL,12-17,10
2021,AFG,CHL,18-59,76
2021,AFG,CHL,5-11,14
2021,AFG,CHL,60+,0
2021,AFG,CHL,all,200
2021,AFG,CHN,0-4,0
2021,AFG,CHN,12-17,0
2021,AFG,CHN,18-59,27
2021,AFG,CHN,5-11,25
2021,AFG,CHN,60+,0
2021,AFG,CHN,all,104
2021,AFG,COL,0-4,0
2021,AFG,COL,12-17,0
2021,AFG,COL,18-59,9
2021,AFG,COL,5-11,0
2021,AFG,COL,60+,0
2021,AFG,COL,all,18
2021,AFG,CUB,0-4,0
2021,AFG,CUB,12-17,0
2021,AFG,CUB,18-59,17
2021,AFG,CUB,5-11,0
2021,AFG,CUB,60+,0
2021,AFG,CUB,all,34
2021,AFG,CYP,0-4,0
2021,AFG,CYP,12-17,0
2021,AFG,CYP,18-59,0
2021,AFG,CYP,5-11,0
2021,AFG,CYP,60+,0
2021,AFG,CYP,all,160
2021,AFG,CZE,0-4,0
2021,AFG,CZE,12-17,0
2021,AFG,CZE,18-59,14
2021,AFG,CZE,5-11,0
2021,AFG,CZE,60+,0
2021,AFG,CZE,all,336
2021,AFG,DEU,0-4,13899
2021,AFG,DEU,12-17,23486
2021,AFG,DEU,18-59,125958
2021,AFG,DEU,5-11,30920
2021,AFG,DEU,60+,8269
2021,AFG,DEU,all,405926
2021,AFG,DNK,0-4,0
2021,AFG,DNK,12-17,0
2021,AFG,DNK,18-59,0
2021,AFG,DNK,5-11,0
2021,AFG,DNK,60+,0
2021,AFG,DNK,all,2776
2021,AFG,DOM,0-4,0
2021,AFG,DOM,12-17,0
2021,AFG,DOM,18-59,0
2021,AFG,DOM,5-11,0
2021,AFG,DOM,60+,0
2021,AFG,DOM,all,8
2021,AFG,ECU,0-4,0
2021,AFG,ECU,12-17,14
2021,AFG,ECU,18-59,107
2021,AFG,ECU,5-11,10
2021,AFG,ECU,60+,16
2021,AFG,ECU,all,294
2021,AFG,EGY,0-4,5
2021,AFG,EGY,12-17,17
2021,AFG,EGY,18-59,47
2021,AFG,EGY,5-11,23
2021,AFG,EGY,60+,0
2021,AFG,EGY,all,184
2021,AFG,ESP,0-4,0
2021,AFG,ESP,12-17,0
2021,AFG,ESP,18-59,0
2021,AFG,ESP,5-11,0
2021,AFG,ESP,60+,0
2021,AFG,ESP,all,2248
2021,AFG,EST,0-4,0
2021,AFG,EST,12-17,0
2021,AFG,EST,18-59,0
2021,AFG,EST,5-11,0
2021,AFG,EST,60+,0
2021,AFG,EST,all,25
2021,AFG,FIN,0-4,0
2021,AFG,FIN,12-17,0
2021,AFG,FIN,18-59,0
2021,AFG,FIN,5-11,0
2021,AFG,FIN,60+,0
2021,AFG,FIN,all,4704
2021,AFG,FJI,0-4,0
2021,AFG,FJI,12-17,0
2021,AFG,FJI,18-59,8
2021,AFG,FJI,5-11,0
2021,AFG,FJI,60+,0
2021,AFG,FJI,all,16
2021,AFG,FRA,0-4,0
2021,AFG,FRA,12-17,0
2021,AFG,FRA,18-59,0
2021,AFG,FRA,5-11,0
2021,AFG,FRA,60+,0
2021,AFG,FRA,all,59484
2021,AFG,GBR,0-4,0
2021,AFG,GBR,12-17,0
2021,AFG,GBR,18-59,0
2021,AFG,GBR,5-11,0
2021,AFG,GBR,60+,0
2021,AFG,GBR,all,14585
2021,AFG,GEO,0-4,0
2021,AFG,GEO,12-17,20
2021,AFG,GEO,18-59,49
2021,AFG,GEO,5-11,0
2021,AFG,GEO,60+,0
2021,AFG,GEO,all,138
2021,AFG,GRC,0-4,0
2021,AFG,GRC,12-17,0
2021,AFG,GRC,18-59,0
2021,AFG,GRC,5-11,0
2021,AFG,GRC,60+,0
2021,AFG,GRC,all,46827
2021,AFG,HKG,0-4,6
2021,AFG,HKG,12-17,0
2021,AFG,HKG,18-59,5
2021,AFG,HKG,5-11,0
2021,AFG,HKG,60+,0
2021,AFG,HKG,all,22
2021,AFG,HRV,0-4,0
2021,AFG,HRV,12-17,6
2021,AFG,HRV,18-59,300
2021,AFG,HRV,5-11,13
2021,AFG,HRV,60+,0
2021,AFG,HRV,all,1418
2021,AFG,HUN,0-4,0
2021,AFG,HUN,12-17,0
2021,AFG,HUN,18-59,0
2021,AFG,HUN,5-11,0
2021,AFG,HUN,60+,0
2021,AFG,HUN,all,1467
2021,AFG,IDN,0-4,475
2021,AFG,IDN,12-17,536
2021,AFG,IDN,18-59,5595
2021,AFG,IDN,5-11,698
2021,AFG,IDN,60+,134
2021,AFG,IDN,all,14876
2021,AFG,IND,0-4,861
2021,AFG,IND,12-17,2361
2021,AFG,IND,18-59,9832
2021,AFG,IND,5-11,2284
2021,AFG,IND,60+,909
2021,AFG,IND,all,32494
2021,AFG,IRL,0-4,0
2021,AFG,IRL,12-17,49
2021,AFG,IRL,18-59,656
2021,AFG,IRL,5-11,14
2021,AFG,IRL,60+,0
2021,AFG,IRL,all,1438
2021,AFG,IRN,0-4,99137
2021,AFG,IRN,12-17,78390
2021,AFG,IRN,18-59,433925
2021,AFG,IRN,5-11,123951
2021,AFG,IRN,60+,42651
2021,AFG,IRN,all,1559784
2021,AFG,IRQ,0-4,0
2021,AFG,IRQ,12-17,22
2021,AFG,IRQ,18-59,64
2021,AFG,IRQ,5-11,10
2021,AFG,IRQ,60+,11
2021,AFG,IRQ,all,214
2021,AFG,ISL,0-4,0
2021,AFG,ISL,12-17,0
2021,AFG,ISL,18-59,0
2021,AFG,ISL,5-11,0
2021,AFG,ISL,60+,0
2021,AFG,ISL,all,197
2021,AFG,ITA,0-4,0
2021,AFG,ITA,12-17,0
2021,AFG,ITA,18-59,0
2021,AFG,ITA,5-11,0
2021,AFG,ITA,60+,0
2021,AFG,ITA,all,20311
2021,AFG,JOR,0-4,0
2021,AFG,JOR,12-17,5
2021,AFG,JOR,18-59,13
2021,AFG,JOR,5-11,0
2021,AFG,JOR,60+,0
2021,AFG,JOR,all,36
2021,AFG,JPN,0-4,0
2021,AFG,JPN,12-17,0
2021,AFG,JPN,18-59,0
2021,AFG,JPN,5-11,0
2021,AFG,JPN,60+,0
2021,AFG,JPN,all,84
2021,AFG,KAZ,0-4,48
2021,AFG,KAZ,12-17,69
2021,AFG,KAZ,18-59,411
2021,AFG,KAZ,5-11,61
2021,AFG,KAZ,60+,25
2021,AFG,KAZ,all,1228
2021,AFG,KEN,0-4,0
2021,AFG,KEN,12-17,7
2021,AFG,KEN,18-59,10
2021,AFG,KEN,5-11,0
2021,AFG,KEN,60+,0
2021,AFG,KEN,all,34
2021,AFG,KGZ,0-4,59
2021,AFG,KGZ,12-17,64
2021,AFG,KGZ,18-59,300
2021,AFG,KGZ,5-11,79
2021,AFG,KGZ,60+,20
2021,AFG,KGZ,all,1044
2021,AFG,KOR,0-4,0
2021,AFG,KOR,12-17,0
2021,AFG,KOR,18-59,0
2021,AFG,KOR,5-11,0
2021,AFG,KOR,60+,0
2021,AFG,KOR,all,105
2021,AFG,KWT,0-4,0
2021,AFG,KWT,12-17,6
2021,AFG,KWT,18-59,6
2021,AFG,KWT,5-11,5
2021,AFG,KWT,60+,0
2021,AFG,KWT,all,34
2021,AFG,LBN,0-4,5
2021,AFG,LBN,12-17,0
2021,AFG,LBN,18-59,22
2021,AFG,LBN,5-11,0
2021,AFG,LBN,60+,8
2021,AFG,LBN,all,70
2021,AFG,LBY,0-4,5
2021,AFG,LBY,12-17,0
2021,AFG,LBY,18-59,0
2021,AFG,LBY,5-11,0
2021,AFG,LBY,60+,0
2021,AFG,LBY,all,10
2021,AFG,LIE,0-4,0
2021,AFG,LIE,12-17,0
2021,AFG,LIE,18-59,0
2021,AFG,LIE,5-11,0
2021,AFG,LIE,60+,0
2021,AFG,LIE,all,5
2021,AFG,LKA,0-4,15
2021,AFG,LKA,12-17,24
2021,AFG,LKA,18-59,85
2021,AFG,LKA,5-11,16
2021,AFG,LKA,60+,0
2021,AFG,LKA,all,280
2021,AFG,LTU,0-4,0
2021,AFG,LTU,12-17,0
2021,AFG,LTU,18-59,0
2021,AFG,LTU,5-11,0
2021,AFG,LTU,60+,0
2021,AFG,LTU,all,248
2021,AFG,LUX,0-4,0
2021,AFG,LUX,12-17,0
2021,AFG,LUX,18-59,0
2021,AFG,LUX,5-11,0
2021,AFG,LUX,60+,0
2021,AFG,LUX,all,627
2021,AFG,LVA,0-4,0
2021,AFG,LVA,12-17,0
2021,AFG,LVA,18-59,0
2021,AFG,LVA,5-11,0
2021,AFG,LVA,60+,0
2021,AFG,LVA,all,127
2021,AFG,MAR,0-4,0
2021,AFG,MAR,12-17,0
2021,AFG,MAR,18-59,12
2021,AFG,MAR,5-11,5
2021,AFG,MAR,60+,0
2021,AFG,MAR,all,34
2021,AFG,MDA,0-4,0
2021,AFG,MDA,12-17,0
2021,AFG,MDA,18-59,7
2021,AFG,MDA,5-11,5
2021,AFG,MDA,60+,0
2021,AFG,MDA,all,24
2021,AFG,MDG,0-4,0
2021,AFG,MDG,12-17,0
2021,AFG,MDG,18-59,20
2021,AFG,MDG,5-11,0
2021,AFG,MDG,60+,0
2021,AFG,MDG,all,40
2021,AFG,MEX,0-4,0
2021,AFG,MEX,12-17,0
2021,AFG,MEX,18-59,11
2021,AFG,MEX,5-11,0
2021,AFG,MEX,60+,0
2021,AFG,MEX,all,22
2021,AFG,MKD,0-4,0
2021,AFG,MKD,12-17,8
2021,AFG,MKD,18-59,5
2021,AFG,MKD,5-11,0
2021,AFG,MKD,60+,0
2021,AFG,MKD,all,26
2021,AFG,MLT,0-4,0
2021,AFG,MLT,12-17,0
2021,AFG,MLT,18-59,0
2021,AFG,MLT,5-11,0
2021,AFG,MLT,60+,0
2021,AFG,MLT,all,5
2021,AFG,MNE,0-4,0
2021,AFG,MNE,12-17,0
2021,AFG,MNE,18-59,5
2021,AFG,MNE,5-11,0
2021,AFG,MNE,60+,0
2021,AFG,MNE,all,10
2021,AFG,MNG,0-4,0
2021,AFG,MNG,12-17,0
2021,AFG,MNG,18-59,5
2021,AFG,MNG,5-11,0
2021,AFG,MNG,60+,0
2021,AFG,MNG,all,10
2021,AFG,MYS,0-4,199
2021,AFG,MYS,12-17,374
2021,AFG,MYS,18-59,1728
2021,AFG,MYS,5-11,418
2021,AFG,MYS,60+,84
2021,AFG,MYS,all,5606
2021,AFG,NGA,0-4,0
2021,AFG,NGA,12-17,0
2021,AFG,NGA,18-59,5
2021,AFG,NGA,5-11,0
2021,AFG,NGA,60+,0
2021,AFG,NGA,all,10
2021,AFG,NLD,0-4,0
2021,AFG,NLD,12-17,0
2021,AFG,NLD,18-59,0
2021,AFG,NLD,5-11,0
2021,AFG,NLD,60+,0
2021,AFG,NLD,all,8318
2021,AFG,NOR,0-4,0
2021,AFG,NOR,12-17,0
2021,AFG,NOR,18-59,0
2021,AFG,NOR,5-11,0
2021,AFG,NOR,60+,0
2021,AFG,NOR,all,3750
2021,AFG,NPL,0-4,0
2021,AFG,NPL,12-17,10
2021,AFG,NPL,18-59,40
2021,AFG,NPL,5-11,14
2021,AFG,NPL,60+,0
2021,AFG,NPL,all,128
2021,AFG,NRU,0-4,0
2021,AFG,NRU,12-17,0
2021,AFG,NRU,18-59,28
2021,AFG,NRU,5-11,0
2021,AFG,NRU,60+,0
2021,AFG,NRU,all,56
2021,AFG,NZL,0-4,0
2021,AFG,NZL,12-17,0
2021,AFG,NZL,18-59,0
2021,AFG,NZL,5-11,0
2021,AFG,NZL,60+,0
2021,AFG,NZL,all,74
2021,AFG,PAK,0-4,238793
2021,AFG,PAK,12-17,190626
2021,AFG,PAK,18-59,595302
2021,AFG,PAK,5-11,320747
2021,AFG,PAK,60+,50324
2021,AFG,PAK,all,3007668
2021,AFG,PAN,0-4,0
2021,AFG,PAN,12-17,0
2021,AFG,PAN,18-59,0
2021,AFG,PAN,5-11,0
2021,AFG,PAN,60+,0
2021,AFG,PAN,all,11
2021,AFG,PER,0-4,0
2021,AFG,PER,12-17,0
2021,AFG,PER,18-59,0
2021,AFG,PER,5-11,0
2021,AFG,PER,60+,0
2021,AFG,PER,all,5
2021,AFG,PHL,0-4,0
2021,AFG,PHL,12-17,0
2021,AFG,PHL,18-59,14
2021,AFG,PHL,5-11,0
2021,AFG,PHL,60+,0
2021,AFG,PHL,all,28
2021,AFG,PNG,0-4,0
2021,AFG,PNG,12-17,0
2021,AFG,PNG,18-59,30
2021,AFG,PNG,5-11,0
2021,AFG,PNG,60+,0
2021,AFG,PNG,all,60
2021,AFG,POL,0-4,0
2021,AFG,POL,12-17,0
2021,AFG,POL,18-59,0
2021,AFG,POL,5-11,0
2021,AFG,POL,60+,0
2021,AFG,POL,all,1456
2021,AFG,PRT,0-4,0
2021,AFG,PRT,12-17,0
2021,AFG,PRT,18-59,0
2021,AFG,PRT,5-11,0
2021,AFG,PRT,60+,0
2021,AFG,PRT,all,715
2021,AFG,QAT,0-4,0
2021,AFG,QAT,12-17,0
2021,AFG,QAT,18-59,0
2021,AFG,QAT,5-11,0
2021,AFG,QAT,60+,0
2021,AFG,QAT,all,7
2021,AFG,ROU,0-4,28
2021,AFG,ROU,12-17,42
2021,AFG,ROU,18-59,237
2021,AFG,ROU,5-11,25
2021,AFG,ROU,60+,0
2021,AFG,ROU,all,2132
2021,AFG,RUS,0-4,0
2021,AFG,RUS,12-17,0
2021,AFG,RUS,18-59,0
2021,AFG,RUS,5-11,0
2021,AFG,RUS,60+,0
2021,AFG,RUS,all,1114
2021,AFG,SAU,0-4,0
2021,AFG,SAU,12-17,0
2021,AFG,SAU,18-59,0
2021,AFG,SAU,5-11,0
2021,AFG,SAU,60+,0
2021,AFG,SAU,all,231
2021,AFG,SDN,0-4,0
2021,AFG,SDN,12-17,0
2021,AFG,SDN,18-59,0
2021,AFG,SDN,5-11,5
2021,AFG,SDN,60+,0
2021,AFG,SDN,all,10
2021,AFG,SRB,0-4,0
2021,AFG,SRB,12-17,0
2021,AFG,SRB,18-59,0
2021,AFG,SRB,5-11,0
2021,AFG,SRB,60+,0
2021,AFG,SRB,all,1575
2021,AFG,SVK,0-4,0
2021,AFG,SVK,12-17,0
2021,AFG,SVK,18-59,0
2021,AFG,SVK,5-11,0
2021,AFG,SVK,60+,0
2021,AFG,SVK,all,342
2021,AFG,SVN,0-4,0
2021,AFG,SVN,12-17,0
2021,AFG,SVN,18-59,0
2021,AFG,SVN,5-11,0
2021,AFG,SVN,60+,0
2021,AFG,SVN,all,738
2021,AFG,SWE,0-4,0
2021,AFG,SWE,12-17,0
2021,AFG,SWE,18-59,0
2021,AFG,SWE,5-11,0
2021,AFG,SWE,60+,0
2021,AFG,SWE,all,31210
2021,AFG,SYR,0-4,89
2021,AFG,SYR,12-17,154
2021,AFG,SYR,18-59,680
2021,AFG,SYR,5-11,150
2021,AFG,SYR,60+,76
2021,AFG,SYR,all,2298
2021,AFG,THA,0-4,21
2021,AFG,THA,12-17,22
2021,AFG,THA,18-59,110
2021,AFG,THA,5-11,20
2021,AFG,THA,60+,0
2021,AFG,THA,all,346
2021,AFG,TJK,0-4,0
2021,AFG,TJK,12-17,0
2021,AFG,TJK,18-59,0
2021,AFG,TJK,5-11,0
2021,AFG,TJK,60+,0
2021,AFG,TJK,all,13765
2021,AFG,TKM,0-4,0
2021,AFG,TKM,12-17,0
2021,AFG,TKM,18-59,10
2021,AFG,TKM,5-11,0
2021,AFG,TKM,60+,0
